id_compra,data,estado,cidade,vendedor,produto,sku,cor,quantidade,valor_total,lucro_total,forma_pagamento,cliente_nome,cpf,idade,comportamento
1407,2026-03-02 01:46:04.172408,BA,Salvador,Camila,Tenis Zallur Comfort A6,A5-PRE,Preto,1,170,78,Pix,Lucas Silva,473.974.533-76,48,conservador
1481,2026-03-02 01:46:04.173425,RJ,Rio de Janeiro,Carlos,Tenis Zallur Lifestyle A8,A7-AZU,Azul,1,190,80,Cartão de Crédito,Fernanda Silva,195.766.163-88,54,conservador
1874,2026-03-02 01:46:04.180413,RJ,Rio de Janeiro,Fernanda,Tenis Zallur Max A12,A11-AZU,Azul,2,640,270,Cartão de Crédito,Fernanda Souza,793.185.119-41,32,equilibrado
2156,2026-03-02 01:46:04.183417,PE,Recife,Diego,Tenis Zallur Ultra A13,A12-VER,Vermelho,1,400,176,Cartão de Crédito,Mariana Pereira,839.280.854-50,43,conservador
2345,2026-03-02 01:46:04.186423,RS,Porto Alegre,Patrícia,Tenis Zallur Flex A9,A8-PRE,Preto,1,210,78,Cartão de Crédito,Lucas Costa,575.698.924-86,52,conservador
2751,2026-03-02 01:46:04.191416,SP,São Paulo,Thales,Tenis Zallur Esportivo A2,A1-PRE,Preto,1,200,90,Boleto,Pedro Souza,648.549.551-37,46,conservador
81,2026-03-02 02:46:04.154422,SP,São Paulo,Thales,Tenis Zallur Comfort A6,A5-BRA,Branco,1,170,53,Cartão de Crédito,João Silva,384.159.295-58,57,conservador
1205,2026-03-02 02:46:04.170425,PE,Recife,Diego,Tenis Zallur Comfort A6,A5-AZU,Azul,2,340,156,Cartão de Crédito,Mariana Souza,497.955.640-81,34,equilibrado
1780,2026-03-02 02:46:04.178412,BA,Salvador,Camila,Tenis Zallur Casual A1,A0-VER,Vermelho,1,150,75,Boleto,Pedro Costa,623.735.994-28,62,conservador
2043,2026-03-02 02:46:04.182411,PR,Curitiba,Juliana,Tenis Zallur Casual A1,A0-BRA,Branco,2,300,138,Boleto,Ana Costa,193.655.640-27,31,equilibrado
2079,2026-03-02 02:46:04.182411,SP,São Paulo,Thales,Tenis Zallur Ultra A13,A12-VER,Vermelho,1,400,176,Pix,Mariana Costa,586.192.642-15,44,conservador
2337,2026-03-02 02:46:04.186423,RS,Porto Alegre,Lucas,Tenis Zallur Lifestyle A8,A7-BRA,Branco,3,570,180,Pix,Mariana Souza,961.382.307-13,18,impulsivo
466,2026-03-02 03:46:04.161419,PE,Recife,Larissa,Tenis Zallur Pro A10,A9-AZU,Azul,1,280,85,Pix,Lucas Silva,569.867.634-69,64,conservador
918,2026-03-02 03:46:04.167423,MG,Belo Horizonte,João,Tenis Zallur Lifestyle A8,A7-BRA,Branco,2,380,120,Boleto,Fernanda Silva,338.443.192-76,38,equilibrado
1038,2026-03-02 03:46:04.168419,SP,São Paulo,Amanda,Tenis Zallur Elite A11,A10-VER,Vermelho,2,700,218,Pix,Fernanda Oliveira,330.931.963-71,39,equilibrado
1510,2026-03-02 03:46:04.174413,SP,São Paulo,Amanda,Tenis Zallur Running A3,A2-CIN,Cinza,3,750,249,Pix,Carlos Costa,131.377.669-53,21,impulsivo
301,2026-03-02 04:46:04.158430,PE,Recife,Diego,Tenis Zallur Esportivo A2,A1-PRE,Preto,1,200,90,Boleto,João Souza,314.108.669-64,61,conservador
1757,2026-03-02 04:46:04.178412,RS,Porto Alegre,Patrícia,Tenis Zallur Pro A10,A9-PRE,Preto,1,280,107,Pix,Julia Silva,781.179.721-43,38,equilibrado
2724,2026-03-02 04:46:04.191416,MG,Belo Horizonte,Mariana,Tenis Zallur Zoom A15,A14-BRA,Branco,1,230,80,Boleto,Julia Santos,161.845.982-75,48,conservador
2824,2026-03-02 04:46:04.192414,RJ,Rio de Janeiro,Carlos,Tenis Zallur Performance A7,A6-VER,Vermelho,2,600,190,Boleto,Pedro Oliveira,582.733.960-22,21,impulsivo
315,2026-03-02 05:46:04.158430,PR,Curitiba,Bruno,Tenis Zallur Street A4,A3-AZU,Azul,2,360,130,Boleto,Lucas Pereira,523.600.845-53,30,equilibrado
606,2026-03-02 05:46:04.163421,PE,Recife,Larissa,Tenis Zallur Esportivo A2,A1-BRA,Branco,1,200,66,Pix,João Pereira,516.934.496-25,55,conservador
1688,2026-03-02 05:46:04.177426,MG,Belo Horizonte,João,Tenis Zallur Elite A11,A10-CIN,Cinza,2,700,318,Cartão de Crédito,Mariana Oliveira,476.356.479-56,29,equilibrado
1769,2026-03-02 05:46:04.178412,SP,São Paulo,Thales,Tenis Zallur Comfort A6,A5-VER,Vermelho,3,510,186,Pix,Ana Pereira,883.853.516-27,18,impulsivo
1724,2026-03-02 05:46:04.178412,PE,Recife,Larissa,Tenis Zallur Comfort A6,A5-AZU,Azul,1,170,78,Cartão de Crédito,Julia Souza,787.850.637-53,65,conservador
2979,2026-03-02 05:46:04.194423,BA,Salvador,Rafael,Tenis Zallur Pro A10,A9-BRA,Branco,1,280,100,Cartão de Crédito,Julia Souza,224.479.118-41,26,equilibrado
2735,2026-03-02 06:46:04.191416,SP,São Paulo,Thales,Tenis Zallur Max A12,A11-PRE,Preto,1,320,117,Boleto,Julia Silva,765.511.500-74,29,equilibrado
526,2026-03-02 07:46:04.162422,PR,Curitiba,Bruno,Tenis Zallur Casual A1,A0-CIN,Cinza,2,300,128,Pix,Ana Oliveira,472.451.507-64,27,equilibrado
659,2026-03-02 07:46:04.164424,PR,Curitiba,Juliana,Tenis Zallur Ultra A13,A12-CIN,Cinza,1,400,160,Cartão de Crédito,Mariana Santos,987.116.327-89,51,conservador
840,2026-03-02 08:46:04.166420,SP,São Paulo,Thales,Tenis Zallur Ultra A13,A12-BRA,Branco,1,400,151,Pix,Fernanda Silva,931.903.448-63,65,conservador
1719,2026-03-02 08:46:04.178412,PE,Recife,Diego,Tenis Zallur Running A3,A2-CIN,Cinza,1,250,83,Cartão de Crédito,João Santos,859.858.327-37,18,impulsivo
2134,2026-03-02 08:46:04.183417,SP,São Paulo,Amanda,Tenis Zallur Lifestyle A8,A7-BRA,Branco,1,190,60,Boleto,Ana Souza,910.114.803-21,51,conservador
2837,2026-03-02 08:46:04.193428,MG,Belo Horizonte,João,Tenis Zallur Performance A7,A6-CIN,Cinza,2,600,198,Cartão de Crédito,Pedro Costa,686.642.358-49,31,equilibrado
50,2026-03-02 09:46:04.154422,SP,São Paulo,Amanda,Tenis Zallur Air A14,A13-VER,Vermelho,1,270,121,Pix,Julia Pereira,730.740.117-19,27,equilibrado
675,2026-03-02 09:46:04.164424,SP,São Paulo,Thales,Tenis Zallur Lifestyle A8,A7-VER,Vermelho,2,380,156,Cartão de Crédito,Julia Oliveira,749.232.763-21,36,equilibrado
836,2026-03-02 09:46:04.166420,PR,Curitiba,Juliana,Tenis Zallur Pro A10,A9-VER,Vermelho,2,560,198,Pix,Carlos Silva,843.151.799-51,29,equilibrado
1117,2026-03-02 09:46:04.169418,RS,Porto Alegre,Patrícia,Tenis Zallur Ultra A13,A12-CIN,Cinza,1,400,160,Pix,Mariana Costa,547.193.887-85,27,equilibrado
2417,2026-03-02 09:46:04.186423,RJ,Rio de Janeiro,Fernanda,Tenis Zallur Esportivo A2,A1-BRA,Branco,1,200,66,Pix,Julia Oliveira,967.161.845-27,49,conservador
2787,2026-03-02 09:46:04.192414,SP,São Paulo,Thales,Tenis Zallur Casual A1,A0-BRA,Branco,1,150,69,Pix,Carlos Santos,326.354.996-66,53,conservador
7,2026-03-02 10:46:04.153423,RJ,Rio de Janeiro,Fernanda,Tenis Zallur Esportivo A2,A1-VER,Vermelho,1,200,66,Boleto,Ana Santos,439.823.166-43,54,conservador
234,2026-03-02 10:46:04.156420,PR,Curitiba,Juliana,Tenis Zallur Elite A11,A10-VER,Vermelho,2,700,218,Cartão de Crédito,Carlos Souza,553.924.634-77,28,equilibrado
2104,2026-03-02 10:46:04.183417,BA,Salvador,Camila,Tenis Zallur Performance A7,A6-AZU,Azul,1,300,122,Cartão de Crédito,Carlos Costa,157.429.997-41,47,conservador
2256,2026-03-02 10:46:04.185422,PE,Recife,Diego,Tenis Zallur Zoom A15,A14-BRA,Branco,1,230,80,Cartão de Crédito,Fernanda Oliveira,223.643.234-55,62,conservador
2785,2026-03-02 10:46:04.192414,SP,São Paulo,Thales,Tenis Zallur Running A3,A2-VER,Vermelho,1,250,103,Pix,Fernanda Oliveira,470.995.863-62,61,conservador
1156,2026-03-02 11:46:04.169418,SP,São Paulo,Thales,Tenis Zallur Street A4,A3-AZU,Azul,1,180,65,Pix,Julia Pereira,144.116.538-94,45,conservador
1332,2026-03-02 11:46:04.171411,PR,Curitiba,Juliana,Tenis Zallur Running A3,A2-CIN,Cinza,1,250,83,Pix,Lucas Santos,511.871.104-79,64,conservador
1480,2026-03-02 11:46:04.173425,SP,São Paulo,Amanda,Tenis Zallur Flex A9,A8-BRA,Branco,3,630,309,Cartão de Crédito,Pedro Silva,856.249.366-78,24,impulsivo
1894,2026-03-02 11:46:04.180413,BA,Salvador,Rafael,Tenis Zallur Classic A5,A4-BRA,Branco,1,220,76,Cartão de Crédito,Fernanda Souza,950.136.961-72,43,conservador
2233,2026-03-02 11:46:04.184422,RJ,Rio de Janeiro,Carlos,Tenis Zallur Performance A7,A6-VER,Vermelho,1,300,95,Pix,Fernanda Souza,740.947.868-52,62,conservador
2478,2026-03-02 11:46:04.187423,PE,Recife,Larissa,Tenis Zallur Ultra A13,A12-PRE,Preto,1,400,145,Pix,Ana Pereira,205.880.810-31,47,conservador
2865,2026-03-02 11:46:04.193428,BA,Salvador,Rafael,Tenis Zallur Performance A7,A6-BRA,Branco,1,300,115,Cartão de Crédito,Ana Pereira,508.876.842-89,28,equilibrado
207,2026-03-02 12:46:04.155423,BA,Salvador,Rafael,Tenis Zallur Zoom A15,A14-CIN,Cinza,1,230,77,Boleto,Ana Santos,923.872.257-73,45,conservador
844,2026-03-02 12:46:04.166420,SP,São Paulo,Amanda,Tenis Zallur Comfort A6,A5-PRE,Preto,1,170,78,Boleto,Fernanda Santos,390.832.830-20,42,conservador
142,2026-03-02 13:46:04.155423,RJ,Rio de Janeiro,Fernanda,Tenis Zallur Comfort A6,A5-CIN,Cinza,1,170,65,Pix,Pedro Silva,595.386.696-24,62,conservador
1201,2026-03-02 13:46:04.170425,RS,Porto Alegre,Lucas,Tenis Zallur Casual A1,A0-BRA,Branco,1,150,69,Boleto,Fernanda Silva,412.958.500-78,37,equilibrado
2316,2026-03-02 13:46:04.185422,MG,Belo Horizonte,João,Tenis Zallur Performance A7,A6-AZU,Azul,1,300,122,Cartão de Crédito,Fernanda Silva,826.565.814-22,40,conservador
2729,2026-03-02 13:46:04.191416,RS,Porto Alegre,Lucas,Tenis Zallur Performance A7,A6-CIN,Cinza,1,300,99,Boleto,Ana Oliveira,641.860.100-56,50,conservador
2551,2026-03-02 14:46:04.188423,SP,São Paulo,Amanda,Tenis Zallur Ultra A13,A12-BRA,Branco,1,400,151,Cartão de Crédito,Ana Silva,752.638.360-49,51,conservador
376,2026-03-02 15:46:04.159418,PR,Curitiba,Juliana,Tenis Zallur Max A12,A11-BRA,Branco,1,320,119,Boleto,Mariana Santos,656.298.904-68,56,conservador
1125,2026-03-02 15:46:04.169418,RS,Porto Alegre,Patrícia,Tenis Zallur Zoom A15,A14-BRA,Branco,1,230,80,Boleto,Mariana Costa,437.599.598-52,58,conservador
78,2026-03-02 16:46:04.154422,SP,São Paulo,Thales,Tenis Zallur Zoom A15,A14-PRE,Preto,1,230,80,Cartão de Crédito,Ana Souza,308.686.768-97,51,conservador
529,2026-03-02 16:46:04.162422,SP,São Paulo,Thales,Tenis Zallur Elite A11,A10-CIN,Cinza,2,700,318,Cartão de Crédito,Lucas Santos,285.796.533-87,33,equilibrado
945,2026-03-02 16:46:04.167423,SP,São Paulo,Thales,Tenis Zallur Classic A5,A4-BRA,Branco,2,440,152,Boleto,Ana Silva,568.747.533-68,29,equilibrado
2537,2026-03-02 16:46:04.188423,BA,Salvador,Camila,Tenis Zallur Zoom A15,A14-VER,Vermelho,1,230,110,Pix,Lucas Santos,829.119.295-55,42,conservador
2568,2026-03-02 16:46:04.188423,PE,Recife,Diego,Tenis Zallur Lifestyle A8,A7-VER,Vermelho,1,190,78,Cartão de Crédito,Ana Oliveira,335.804.988-61,26,equilibrado
2797,2026-03-02 16:46:04.192414,RJ,Rio de Janeiro,Carlos,Tenis Zallur Esportivo A2,A1-AZU,Azul,1,200,77,Boleto,Fernanda Costa,255.837.244-11,18,impulsivo
2969,2026-03-02 16:46:04.194423,RJ,Rio de Janeiro,Fernanda,Tenis Zallur Zoom A15,A14-CIN,Cinza,2,460,154,Pix,João Costa,489.366.834-66,20,impulsivo
11,2026-03-02 17:46:04.153423,PR,Curitiba,Bruno,Tenis Zallur Esportivo A2,A1-CIN,Cinza,1,200,89,Boleto,Pedro Santos,283.949.465-53,57,conservador
2419,2026-03-02 17:46:04.186423,PR,Curitiba,Juliana,Tenis Zallur Running A3,A2-BRA,Branco,1,250,80,Boleto,Fernanda Costa,400.221.307-87,21,impulsivo
307,2026-03-02 18:46:04.158430,PE,Recife,Diego,Tenis Zallur Ultra A13,A12-CIN,Cinza,1,400,160,Pix,Carlos Pereira,938.124.482-42,61,conservador
1454,2026-03-02 18:46:04.172408,RJ,Rio de Janeiro,Carlos,Tenis Zallur Pro A10,A9-PRE,Preto,1,280,107,Pix,Mariana Oliveira,614.302.991-86,56,conservador
1940,2026-03-02 18:46:04.180413,PE,Recife,Larissa,Tenis Zallur Street A4,A3-CIN,Cinza,2,360,140,Boleto,Fernanda Oliveira,639.824.888-78,34,equilibrado
2716,2026-03-02 18:46:04.191416,PR,Curitiba,Juliana,Tenis Zallur Pro A10,A9-VER,Vermelho,1,280,99,Boleto,Lucas Costa,257.113.669-30,23,impulsivo
668,2026-03-02 19:46:04.164424,MG,Belo Horizonte,João,Tenis Zallur Max A12,A11-PRE,Preto,1,320,117,Boleto,Pedro Santos,427.710.440-77,26,equilibrado
806,2026-03-02 19:46:04.166420,BA,Salvador,Camila,Tenis Zallur Casual A1,A0-BRA,Branco,2,300,138,Boleto,Julia Oliveira,696.131.810-51,35,equilibrado
984,2026-03-02 19:46:04.167423,RJ,Rio de Janeiro,Fernanda,Tenis Zallur Lifestyle A8,A7-BRA,Branco,3,570,180,Boleto,Mariana Silva,468.778.399-65,21,impulsivo
1004,2026-03-02 19:46:04.168419,RJ,Rio de Janeiro,Fernanda,Tenis Zallur Zoom A15,A14-VER,Vermelho,1,230,110,Boleto,Ana Costa,352.408.640-17,63,conservador
2031,2026-03-02 19:46:04.182411,PE,Recife,Diego,Tenis Zallur Air A14,A13-CIN,Cinza,1,270,121,Cartão de Crédito,Lucas Costa,865.856.872-92,50,conservador
1513,2026-03-02 20:46:04.174413,PR,Curitiba,Juliana,Tenis Zallur Flex A9,A8-CIN,Cinza,1,210,69,Cartão de Crédito,Ana Costa,296.426.461-76,59,conservador
1742,2026-03-02 20:46:04.178412,PE,Recife,Larissa,Tenis Zallur Classic A5,A4-PRE,Preto,2,440,142,Pix,Julia Santos,592.766.637-51,19,impulsivo
2434,2026-03-02 20:46:04.187423,SP,São Paulo,Thales,Tenis Zallur Esportivo A2,A1-PRE,Preto,2,400,180,Cartão de Crédito,Mariana Silva,445.819.705-83,30,equilibrado
2462,2026-03-02 21:46:04.187423,PE,Recife,Diego,Tenis Zallur Ultra A13,A12-BRA,Branco,1,400,151,Cartão de Crédito,Ana Souza,372.126.688-57,48,conservador
692,2026-03-02 22:46:04.164424,MG,Belo Horizonte,Mariana,Tenis Zallur Elite A11,A10-CIN,Cinza,1,350,159,Pix,João Souza,673.740.224-25,49,conservador
1075,2026-03-02 22:46:04.168419,RS,Porto Alegre,Lucas,Tenis Zallur Casual A1,A0-CIN,Cinza,2,300,128,Cartão de Crédito,Fernanda Silva,984.986.448-32,21,impulsivo
2003,2026-03-02 22:46:04.181412,MG,Belo Horizonte,Mariana,Tenis Zallur Max A12,A11-CIN,Cinza,1,320,106,Pix,Julia Santos,816.533.612-46,51,conservador
2882,2026-03-02 22:46:04.193428,SP,São Paulo,Thales,Tenis Zallur Air A14,A13-BRA,Branco,1,270,97,Pix,Pedro Silva,502.723.620-19,32,equilibrado
167,2026-03-02 23:46:04.155423,PE,Recife,Diego,Tenis Zallur Street A4,A3-PRE,Preto,1,180,81,Cartão de Crédito,Fernanda Oliveira,221.520.547-58,28,equilibrado
1816,2026-03-02 23:46:04.179412,PR,Curitiba,Bruno,Tenis Zallur Ultra A13,A12-VER,Vermelho,3,1200,528,Cartão de Crédito,Carlos Costa,975.485.334-28,22,impulsivo
1975,2026-03-02 23:46:04.181412,PE,Recife,Larissa,Tenis Zallur Casual A1,A0-BRA,Branco,1,150,69,Cartão de Crédito,Pedro Santos,980.235.645-43,48,conservador
2290,2026-03-02 23:46:04.185422,PE,Recife,Diego,Tenis Zallur Running A3,A2-AZU,Azul,1,250,116,Cartão de Crédito,João Souza,114.962.402-78,52,conservador
2968,2026-03-02 23:46:04.194423,PE,Recife,Larissa,Tenis Zallur Classic A5,A4-BRA,Branco,1,220,76,Pix,Fernanda Oliveira,620.336.757-63,29,equilibrado
94,2026-03-03 00:46:04.154422,SP,São Paulo,Thales,Tenis Zallur Flex A9,A8-AZU,Azul,1,210,80,Cartão de Crédito,Carlos Oliveira,256.962.814-64,48,conservador
2339,2026-03-03 00:46:04.186423,MG,Belo Horizonte,Mariana,Tenis Zallur Air A14,A13-BRA,Branco,1,270,97,Pix,Lucas Souza,781.445.474-94,64,conservador
2612,2026-03-03 00:46:04.189408,RS,Porto Alegre,Lucas,Tenis Zallur Classic A5,A4-VER,Vermelho,1,220,89,Cartão de Crédito,João Silva,717.595.757-10,19,impulsivo
2663,2026-03-03 00:46:04.189408,SP,São Paulo,Amanda,Tenis Zallur Street A4,A3-PRE,Preto,1,180,81,Pix,Fernanda Silva,163.590.161-84,59,conservador
1232,2026-03-03 01:46:04.170425,PE,Recife,Diego,Tenis Zallur Pro A10,A9-AZU,Azul,1,280,85,Cartão de Crédito,João Pereira,708.771.656-54,41,conservador
1715,2026-03-03 01:46:04.177426,SP,São Paulo,Thales,Tenis Zallur Performance A7,A6-CIN,Cinza,2,600,198,Pix,Mariana Souza,807.604.684-65,30,equilibrado
2508,2026-03-03 01:46:04.187423,BA,Salvador,Rafael,Tenis Zallur Street A4,A3-PRE,Preto,1,180,81,Pix,Julia Oliveira,458.176.937-84,57,conservador
219,2026-03-03 02:46:04.156420,SP,São Paulo,Amanda,Tenis Zallur Lifestyle A8,A7-BRA,Branco,2,380,120,Boleto,Pedro Santos,336.121.692-15,20,impulsivo
461,2026-03-03 02:46:04.161419,PE,Recife,Diego,Tenis Zallur Esportivo A2,A1-CIN,Cinza,1,200,89,Cartão de Crédito,João Costa,752.366.239-34,28,equilibrado
553,2026-03-03 02:46:04.162422,BA,Salvador,Camila,Tenis Zallur Zoom A15,A14-BRA,Branco,1,230,80,Cartão de Crédito,Lucas Oliveira,135.427.981-59,34,equilibrado
1202,2026-03-03 02:46:04.170425,RJ,Rio de Janeiro,Fernanda,Tenis Zallur Lifestyle A8,A7-AZU,Azul,2,380,160,Cartão de Crédito,Lucas Oliveira,419.531.471-58,37,equilibrado
1350,2026-03-03 02:46:04.171411,RS,Porto Alegre,Patrícia,Tenis Zallur Running A3,A2-AZU,Azul,1,250,116,Boleto,Lucas Silva,844.532.215-45,63,conservador
1440,2026-03-03 02:46:04.172408,RS,Porto Alegre,Lucas,Tenis Zallur Pro A10,A9-PRE,Preto,1,280,107,Cartão de Crédito,João Pereira,786.217.869-86,32,equilibrado
1637,2026-03-03 02:46:04.176421,SP,São Paulo,Amanda,Tenis Zallur Zoom A15,A14-CIN,Cinza,2,460,154,Pix,Lucas Souza,472.377.413-75,23,impulsivo
2008,2026-03-03 02:46:04.181412,RS,Porto Alegre,Lucas,Tenis Zallur Lifestyle A8,A7-AZU,Azul,1,190,80,Cartão de Crédito,Julia Silva,561.283.781-46,41,conservador
2767,2026-03-03 02:46:04.192414,SP,São Paulo,Thales,Tenis Zallur Elite A11,A10-VER,Vermelho,1,350,109,Boleto,Carlos Souza,982.586.297-75,51,conservador
2863,2026-03-03 02:46:04.193428,SP,São Paulo,Thales,Tenis Zallur Esportivo A2,A1-VER,Vermelho,2,400,132,Boleto,Pedro Oliveira,836.350.874-19,36,equilibrado
236,2026-03-03 03:46:04.156420,SP,São Paulo,Thales,Tenis Zallur Max A12,A11-AZU,Azul,1,320,135,Cartão de Crédito,João Santos,451.336.947-46,36,equilibrado
1002,2026-03-03 03:46:04.168419,BA,Salvador,Camila,Tenis Zallur Elite A11,A10-AZU,Azul,1,350,154,Pix,Carlos Souza,324.198.561-65,40,conservador
324,2026-03-03 04:46:04.159418,PR,Curitiba,Bruno,Tenis Zallur Casual A1,A0-BRA,Branco,1,150,69,Boleto,Pedro Santos,528.275.208-38,57,conservador
1008,2026-03-03 04:46:04.168419,SP,São Paulo,Thales,Tenis Zallur Comfort A6,A5-VER,Vermelho,2,340,124,Boleto,Pedro Oliveira,700.478.554-42,36,equilibrado
1366,2026-03-03 04:46:04.171411,BA,Salvador,Rafael,Tenis Zallur Ultra A13,A12-PRE,Preto,1,400,145,Boleto,Carlos Pereira,108.732.937-95,53,conservador
554,2026-03-03 05:46:04.162422,PE,Recife,Diego,Tenis Zallur Esportivo A2,A1-AZU,Azul,2,400,154,Pix,João Pereira,674.665.180-96,31,equilibrado
635,2026-03-03 05:46:04.163421,PR,Curitiba,Juliana,Tenis Zallur Lifestyle A8,A7-AZU,Azul,1,190,80,Boleto,Carlos Souza,229.562.429-47,55,conservador
884,2026-03-03 05:46:04.166420,MG,Belo Horizonte,Mariana,Tenis Zallur Classic A5,A4-AZU,Azul,1,220,104,Cartão de Crédito,Julia Silva,742.810.735-59,42,conservador
2075,2026-03-03 05:46:04.182411,RS,Porto Alegre,Lucas,Tenis Zallur Pro A10,A9-AZU,Azul,1,280,85,Cartão de Crédito,Fernanda Costa,677.210.621-14,55,conservador
2574,2026-03-03 05:46:04.188423,PR,Curitiba,Juliana,Tenis Zallur Air A14,A13-BRA,Branco,1,270,97,Boleto,Mariana Silva,755.468.849-27,60,conservador
909,2026-03-03 06:46:04.167423,SP,São Paulo,Amanda,Tenis Zallur Casual A1,A0-VER,Vermelho,1,150,75,Pix,Julia Santos,281.550.721-91,53,conservador
1648,2026-03-03 06:46:04.177426,SP,São Paulo,Thales,Tenis Zallur Flex A9,A8-AZU,Azul,1,210,80,Pix,Fernanda Silva,973.660.488-77,22,impulsivo
2619,2026-03-03 06:46:04.189408,BA,Salvador,Camila,Tenis Zallur Pro A10,A9-PRE,Preto,1,280,107,Pix,Fernanda Costa,703.432.660-95,34,equilibrado
757,2026-03-03 07:46:04.165422,SP,São Paulo,Amanda,Tenis Zallur Zoom A15,A14-AZU,Azul,1,230,73,Cartão de Crédito,Lucas Oliveira,126.306.333-33,20,impulsivo
1399,2026-03-03 07:46:04.172408,PR,Curitiba,Bruno,Tenis Zallur Flex A9,A8-BRA,Branco,1,210,103,Pix,Mariana Pereira,394.446.623-65,55,conservador
1514,2026-03-03 07:46:04.174413,PR,Curitiba,Juliana,Tenis Zallur Street A4,A3-AZU,Azul,3,540,195,Pix,Fernanda Pereira,302.160.834-54,21,impulsivo
2761,2026-03-03 07:46:04.191416,RJ,Rio de Janeiro,Fernanda,Tenis Zallur Max A12,A11-VER,Vermelho,2,640,228,Cartão de Crédito,João Costa,985.376.570-48,25,equilibrado
2967,2026-03-03 07:46:04.194423,PR,Curitiba,Bruno,Tenis Zallur Elite A11,A10-BRA,Branco,3,1050,429,Pix,João Oliveira,796.622.989-93,21,impulsivo
1300,2026-03-03 08:46:04.171411,BA,Salvador,Camila,Tenis Zallur Air A14,A13-CIN,Cinza,1,270,121,Pix,Julia Oliveira,673.241.906-67,61,conservador
1990,2026-03-03 08:46:04.181412,RJ,Rio de Janeiro,Fernanda,Tenis Zallur Max A12,A11-PRE,Preto,1,320,117,Cartão de Crédito,Fernanda Pereira,399.819.208-27,40,conservador
2114,2026-03-03 08:46:04.183417,RJ,Rio de Janeiro,Fernanda,Tenis Zallur Comfort A6,A5-VER,Vermelho,1,170,62,Pix,Julia Pereira,668.829.438-52,53,conservador
2410,2026-03-03 08:46:04.186423,MG,Belo Horizonte,João,Tenis Zallur Zoom A15,A14-PRE,Preto,1,230,80,Pix,Lucas Silva,180.745.816-40,41,conservador
2483,2026-03-03 08:46:04.187423,SP,São Paulo,Thales,Tenis Zallur Running A3,A2-AZU,Azul,2,500,232,Pix,Mariana Costa,508.521.227-25,32,equilibrado
2461,2026-03-03 08:46:04.187423,BA,Salvador,Rafael,Tenis Zallur Pro A10,A9-AZU,Azul,2,560,170,Boleto,Carlos Oliveira,562.841.838-57,19,impulsivo
2836,2026-03-03 09:46:04.193428,PE,Recife,Diego,Tenis Zallur Lifestyle A8,A7-PRE,Preto,1,190,62,Boleto,João Santos,379.941.648-35,21,impulsivo
49,2026-03-03 10:46:04.153423,PR,Curitiba,Juliana,Tenis Zallur Esportivo A2,A1-BRA,Branco,1,200,66,Pix,João Pereira,649.923.793-69,36,equilibrado
103,2026-03-03 10:46:04.154422,SP,São Paulo,Amanda,Tenis Zallur Performance A7,A6-CIN,Cinza,1,300,99,Boleto,Ana Santos,602.305.424-47,52,conservador
227,2026-03-03 10:46:04.156420,BA,Salvador,Rafael,Tenis Zallur Street A4,A3-CIN,Cinza,1,180,70,Cartão de Crédito,Pedro Costa,251.252.172-25,42,conservador
353,2026-03-03 10:46:04.159418,BA,Salvador,Rafael,Tenis Zallur Performance A7,A6-PRE,Preto,1,300,120,Pix,Ana Pereira,689.148.721-67,26,equilibrado
2453,2026-03-03 10:46:04.187423,SP,São Paulo,Amanda,Tenis Zallur Zoom A15,A14-AZU,Azul,1,230,73,Boleto,Fernanda Souza,444.795.407-24,56,conservador
2554,2026-03-03 10:46:04.188423,BA,Salvador,Rafael,Tenis Zallur Air A14,A13-BRA,Branco,2,540,194,Pix,João Oliveira,335.151.461-54,34,equilibrado
2906,2026-03-03 10:46:04.194423,PR,Curitiba,Juliana,Tenis Zallur Max A12,A11-AZU,Azul,1,320,135,Boleto,Ana Souza,788.642.943-18,58,conservador
1248,2026-03-03 11:46:04.170425,RJ,Rio de Janeiro,Fernanda,Tenis Zallur Lifestyle A8,A7-PRE,Preto,1,190,62,Cartão de Crédito,Ana Souza,549.205.167-10,52,conservador
2857,2026-03-03 11:46:04.193428,PR,Curitiba,Juliana,Tenis Zallur Classic A5,A4-VER,Vermelho,3,660,267,Cartão de Crédito,Ana Pereira,364.452.469-50,22,impulsivo
191,2026-03-03 12:46:04.155423,SP,São Paulo,Amanda,Tenis Zallur Ultra A13,A12-CIN,Cinza,1,400,160,Cartão de Crédito,Julia Santos,765.147.796-47,63,conservador
402,2026-03-03 12:46:04.160422,PE,Recife,Diego,Tenis Zallur Street A4,A3-BRA,Branco,2,360,124,Pix,Julia Silva,347.384.410-99,25,equilibrado
1035,2026-03-03 12:46:04.168419,PE,Recife,Diego,Tenis Zallur Street A4,A3-VER,Vermelho,1,180,56,Pix,Lucas Santos,868.406.339-88,27,equilibrado
2666,2026-03-03 12:46:04.190408,SP,São Paulo,Thales,Tenis Zallur Casual A1,A0-VER,Vermelho,1,150,75,Pix,Pedro Silva,833.746.899-53,43,conservador
515,2026-03-03 13:46:04.161419,RJ,Rio de Janeiro,Carlos,Tenis Zallur Running A3,A2-CIN,Cinza,3,750,249,Boleto,Mariana Souza,396.422.957-26,21,impulsivo
1101,2026-03-03 13:46:04.169418,SP,São Paulo,Thales,Tenis Zallur Pro A10,A9-AZU,Azul,1,280,85,Cartão de Crédito,Lucas Oliveira,342.902.489-59,33,equilibrado
